chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rmse,zero_crossing_rate
0.34803650585247364,6130.025170145168,2694.3941310105047,8613.825761393691,0.091072835,0.2710112757628048
0.667743514295366,4007.22847025351,4016.682807598046,8841.467639508208,0.051910926,0.11275863598245388
0.4436860680212552,3282.597515825562,3185.4811157856116,5337.792408086457,0.0076650404,0.1180245265731841
0.275391678123763,5726.769249026241,3704.0017546180343,9162.812705366647,0.04725081,0.23895089645690878
0.6610594134200398,5457.220927323,4446.867178848519,10463.975464859373,0.027617857,0.1454463914938395
0.37902835695647596,3402.784446552023,3005.7494806290406,5428.925175385738,0.0147307245,0.1266173804696569
0.42321288776069305,3196.6583200669866,3135.7415420985158,5143.12680672252,0.007912921,0.11307260756676558
0.34538530126241823,3285.382960234399,2750.5227171359816,4900.23823943151,0.01322657,0.1258535632376177
0.3713062498486353,3503.543421040973,2977.095867283056,5398.9208940289245,0.018596226,0.1334994820553334
0.3719997081931777,3364.7821891712697,2930.373760654132,5081.291426106309,0.012881745,0.13094964813007998
0.4212973707488182,3537.1079868269376,3228.5323642902767,5770.937331170978,0.012411672,0.12379066763562765
0.331294137883276,3241.292849849431,2676.4093419823917,4755.745843782254,0.016073132,0.12438163220874726
0.37728855624839086,3488.5998049816635,2947.117622611039,5398.816577850842,0.017923754,0.13293206622532577
0.2854644742489201,6197.640622015011,3151.9186895178577,8861.65326375677,0.06069064,0.27218181167773764
0.37015123886704526,3177.1840008972504,2929.8169766798032,4825.329399281141,0.014965876,0.11718447619661979
0.3349622775303387,6113.679452751406,2767.694407316649,8644.554804390236,0.07983977,0.2709496777457113
0.4295457765286598,3510.0305750528273,3256.8571271849764,5798.544703965401,0.010400409,0.12325993516622598
0.3819033242067504,3754.3031258169044,3103.668665556868,6035.442075014515,0.012266178,0.14706708710972777
0.3957717055918736,3098.4227743246756,3111.2020763618166,4865.953838617597,0.009130571,0.11031842665462521
0.4112212140902217,3245.61684359861,3070.9962822360544,5143.152656884835,0.009499609,0.11655902604233845
0.4277144733775139,3346.400974705062,3136.6196161286866,5501.187497984131,0.007773486,0.12110143550025804
0.4876047664075314,3059.695606625934,3161.8047097409744,5115.714695621856,0.0073808976,0.10188495582355217
0.32743858255892033,5929.052391236136,3685.617913466246,9069.314108752256,0.037165,0.23382222758528956
0.3707824302398564,5975.022926554457,3772.5170763791148,9263.994590415752,0.03441251,0.22815043774593602
0.3772787187454881,3150.8712190572382,2941.966977044328,4850.354698436089,0.008308546,0.1156778031665269
0.5592844208972683,5569.948527329451,4087.8096662513644,9381.453476769126,0.031075446,0.18136804172445492
0.4256312757801476,3217.168189520485,3332.7630750391377,5607.547797512015,0.0085203415,0.10497782292204232
0.33147573298943483,6009.999684992325,3539.2129755626684,9033.149548209161,0.041012973,0.2450661739810396
0.32960273372217763,3614.0838976364153,2799.6957367074824,5403.556049471439,0.01896627,0.15147106774529093
0.36281241214450305,5822.985725183842,3839.4772071911184,9196.436283927074,0.03485224,0.22228180234808412
0.32500346678324293,3394.990738330693,2735.415866611206,5053.979734721729,0.017638925,0.12987978869661979
0.49965668446624634,2765.7282101596593,3180.9151657295643,4696.407992466698,0.008420751,0.08116776514723907
0.34531105976159926,3712.2241272221963,2930.3007198097066,5712.257894142691,0.020969363,0.14903104740517353
0.42486883302076844,6194.992332727235,3913.6414817227446,9704.379292540882,0.03459304,0.2411277199111405
0.36770389725491187,3382.261091790897,2906.0546655455632,5073.943300410834,0.018063162,0.1293930193483099
0.45721421707234433,3248.1310481842775,3325.095781202836,5518.696385421369,0.007960317,0.10992021485634593
0.32903550584532093,3263.0345545738005,2879.811802262727,4832.313591341037,0.011502105,0.1296140719745839
0.45680862400822064,3287.7951460120557,3115.82771040068,5372.266091169688,0.009698764,0.11764018856437879
0.326295471184039,3337.910318639992,2678.754423268172,4922.94350649547,0.018907744,0.12937343306623242
0.31328936912990396,3490.191885971135,2850.581228712562,5185.921881046047,0.016738752,0.14123980737295241
0.39267912610289096,3387.6369521488073,2975.3837079817968,5232.354444184622,0.011461071,0.1275050321127919
0.3468883826343421,3420.5500324021737,2817.5123989150097,5155.964496264595,0.018662086,0.13010619597471293
0.4291715607109242,3160.065232933076,3141.0743503086524,5067.928672006032,0.0077304295,0.11182087895916656
0.3188012226661894,5848.393604483584,3537.069753660949,8953.278609211715,0.04978818,0.24779659227438394
0.29147396335887726,5896.910724391665,3786.3579221237233,9552.355045165543,0.047324065,0.2448306821297252
0.3720107284929029,5926.984519888186,3685.2878285038837,9107.133637242372,0.03760353,0.23437827578699522
0.4281020956571441,5702.069846983299,3705.3715272724053,8888.45519980169,0.037237942,0.22710135391138914
0.35584885815394635,5759.427131163435,4066.7837673084423,9709.988315519771,0.034481756,0.2044205107607083
0.3785295894199504,3686.5787963746293,2885.4257642202674,5640.549374032633,0.038310483,0.14885921175673933
0.3568747910405326,3392.4838030179994,2812.621175907982,5148.0468561012285,0.017412165,0.1297246297856728
0.41882444004169933,3233.284822250664,3172.8114650758744,5306.452443636305,0.010063447,0.11508186191701071
0.22765676994397924,5561.9358110702615,3566.5347700743287,8478.489676987243,0.047869746,0.23505970247790609
0.3613942406929774,3369.342375399748,2843.5854465679736,5121.6741690588315,0.0127135515,0.12828334650367695
0.49833324718592426,3388.4340315194067,3300.3140630371317,5690.202404578845,0.006569268,0.1192456391715585
0.4049883882096289,3296.8856557487297,2980.7068239025216,5211.393441198165,0.011705625,0.12125579664726557
0.5387350721953754,5690.446557293133,4141.154643767037,9585.605926041264,0.028139152,0.18479845422955365
0.39471141678807675,3357.9104486632014,3232.9246804018753,5650.2891637974135,0.0118030915,0.11588524867759
0.5629957851271459,4807.4357435756865,4187.173896347756,9509.271360682962,0.043415833,0.14491359947359087
0.29769158952313496,3293.7102874891416,2789.8835359237255,4609.41411645373,0.00547133,0.1301943952866022
0.3864688003033698,3212.043088932226,2962.430783821135,4951.098037654779,0.0096783005,0.11973263373855282
0.3295193043663477,3407.741427630206,2706.945303995363,4837.099543876161,0.018456595,0.14106415712063072
0.3706518406837599,3437.082793615074,2980.9601031326984,5292.53684378427,0.00947434,0.1347649320450587
0.2855816841099863,5778.294447530395,3623.284439621343,8961.062061157778,0.045687266,0.24838923239391203
0.3794243183890755,3159.8708315263875,2941.8002933536686,4874.721583303767,0.008280841,0.11605565259724551
0.4126496534576203,3581.1276382916835,3186.441278136763,5735.999702155367,0.011362821,0.131597183024771
0.4214939012110965,3718.1139144209055,3246.335329041091,6158.950999076191,0.011241862,0.13531095201066923
0.5357210007740874,3141.887458305215,3396.990888438006,5427.117086228718,0.0051148343,0.1002689609062621
0.4872657083815922,3218.86488719947,3299.6679277930584,5412.434918931832,0.0060098623,0.10986302926638498
0.4105153428382365,5835.999654356975,3843.1431399924645,9241.300133400126,0.035753317,0.2183588584335892
0.5040613037799675,3288.257846360302,3490.3025831878176,6006.786026124968,0.00544632,0.10481760336724494
0.3070257169622048,6124.405161988659,2631.801938152003,8514.643952518496,0.07792566,0.271501264051691
0.49119747189826546,3281.9453021633467,3321.55943439174,5633.506544770433,0.006396401,0.1108659240541543
0.4438636129605815,3115.735260807966,3221.76250255397,5064.278223172816,0.0073210495,0.10658339952102955
0.34802998548986,5873.5269726268125,3843.906628844691,9243.767103387869,0.033245917,0.22130013717988
0.39550380355963416,5834.739413092919,3845.750031784863,9216.102618794741,0.034886315,0.21938609449567908
0.24690147950608912,5585.815327791064,3764.300864915573,8961.674085904238,0.043997947,0.23483197228583408
0.23455889970615384,5486.835929557577,3609.731905550856,8462.076547834553,0.04714812,0.23271241210811508
0.3971927813605607,3196.736851865632,3039.190219573082,4970.998127992793,0.009268798,0.11651645179688508
0.35633474554705286,3402.090232983347,2855.650532517432,5098.172620175254,0.021145009,0.13045491966819295
0.6515197814527773,4010.9175526004497,3920.3581400460885,8675.061068229099,0.08357862,0.11927720011933944
0.38029814410377655,3359.1510411873987,2959.1529707044065,5145.649339097375,0.012245262,0.12680426567942846
0.2720775304514392,6029.96949752913,3345.6159537657823,8937.568344255984,0.056014083,0.25681118010982457
0.41122606398691935,3406.1153594985135,3076.016472857909,5478.070766826458,0.009547196,0.12447757497016514
0.42772855285830413,3331.2518351125354,3149.409918004454,5481.179482385337,0.0076049273,0.11989336305396078
0.3471308819678575,3342.631822603699,2755.0578667925665,5005.979388496243,0.018668111,0.12881988261595279
0.3854268247477291,3305.2372880584,2908.6578475956358,5078.583598939524,0.0145811355,0.12412955821536824
0.3235392549154332,6164.542255552765,2675.93047806832,8633.758767769885,0.09877317,0.27365105611372725
